"","X","fname","Obs","HHMMSS","plot","study","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","QC"
"172",172,"b2_pop_b06_aci_mb_06_15_2016",10,"9:31:49",NA,NA,1121,0,29,0.273,924,7.2,2.47,28.8,6,1.42,1,2.84,26.65,28.8,24.92,1199.81,1154.93,8.553,17.059,21.54,42.97,499.2,1800,970,88.3,-7.16,0.232,0.7,-0.22,2.74,1,0,0.16,111115,1
"173",173,"b2_pop_b06_aci_mb_06_15_2016",11,"9:34:44",NA,NA,1296,0,30.3,0.262,1290,7.02,2.51,28.84,6,1.42,1,2.84,26.65,28.84,24.93,1600.63,1551.1,8.427,16.721,21.22,42.11,499.3,1799,958,88.3,-11.9,0.24,0.7,-0.22,2.74,1,0,0.16,111115,1
"174",174,"b2_pop_b06_aci_mb_06_15_2016",12,"9:38:20",NA,NA,1512,0,32,0.246,1670,6.79,2.57,28.94,6,1.42,1,2.84,26.67,28.94,24.92,2037.32,1982.64,8.243,16.273,20.73,40.93,499.3,1800,1008,88.3,-18,0.242,0.7,-0.22,2.74,1,0,0.16,111115,1
"176",176,"b2_pop_b06_aci_mb_06_23_2016",1,"7:37:58",NA,NA,269,0,13.5,0.215,262,5.16,2.21,27.83,6,1.42,1,2.84,26.17,27.83,24.97,399.93,381.4,11.373,17.454,29.53,45.31,500,1799,0,88.48,2.87,-0.141,1,-0.22,2.74,1,0,0.16,111115,1
"177",177,"b2_pop_b06_aci_mb_06_23_2016",2,"7:39:28",NA,NA,359.5,0,9.71,0.212,199,5.08,2.21,27.78,6,1.42,1,2.84,26.15,27.78,24.96,300.1,286.71,11.382,17.372,29.58,45.16,500,1800,0,88.48,2.65,-0.144,1,-0.22,2.74,1,0,0.16,111115,1
"178",178,"b2_pop_b06_aci_mb_06_23_2016",3,"7:40:58",NA,NA,449,0,5.61,0.211,140,5.05,2.21,27.75,6,1.42,1,2.84,26.13,27.75,24.96,199.76,191.86,11.4,17.359,29.66,45.16,500,1799,0,88.48,2.39,-0.145,1,-0.22,2.74,1,0,0.16,111115,1
"179",179,"b2_pop_b06_aci_mb_06_23_2016",4,"7:42:28",NA,NA,539,0,1.34,0.215,83.9,5.11,2.19,27.74,6,1.42,1,2.84,26.13,27.74,24.96,100.45,98.24,11.412,17.441,29.7,45.38,500,1799,0,88.48,2.04,-0.149,1,-0.22,2.74,1,0,0.16,111115,1
"180",180,"b2_pop_b06_aci_mb_06_23_2016",5,"7:43:58",NA,NA,629,0,-0.761,0.221,54.2,5.21,2.18,27.73,6,1.42,1,2.84,26.13,27.73,24.97,49.84,50.44,11.423,17.564,29.72,45.69,500,1799,0,88.48,1.81,-0.15,1,-0.22,2.74,1,0,0.16,111115,1
"183",183,"b2_pop_b06_aci_mb_06_23_2016",8,"7:49:05",NA,NA,935.5,0,20.3,0.258,417,5.76,2.09,27.58,6,1.42,1,2.84,26.13,27.58,24.97,599.89,571.56,11.443,18.226,29.77,47.42,500,1799,0,88.49,3.05,-0.159,1,-0.22,2.74,1,0,0.16,111115,1
"184",184,"b2_pop_b06_aci_mb_06_23_2016",9,"7:50:38",NA,NA,1028.5,0,22.9,0.265,593,5.88,2.08,27.59,6,1.42,1,2.84,26.15,27.59,24.97,800.28,767.43,11.457,18.379,29.78,47.78,500,1800,0,88.49,3.14,-0.153,1,-0.22,2.74,1,0,0.16,111115,1
"185",185,"b2_pop_b06_aci_mb_06_23_2016",10,"7:52:08",NA,NA,1119,0,24.7,0.262,959,5.83,2.09,27.6,6,1.42,1,2.84,26.16,27.6,24.97,1199.87,1162.12,11.455,18.321,29.76,47.61,500,1800,0,88.49,3.14,-0.148,0.7,-0.22,2.74,1,0,0.16,111115,1
"186",186,"b2_pop_b06_aci_mb_06_23_2016",11,"7:53:48",NA,NA,1219,0,26.5,0.246,1320,5.61,2.13,27.7,6,1.42,1,2.84,26.18,27.7,24.96,1600.98,1558.71,11.471,18.079,29.77,46.92,500,1800,0,88.49,2.89,-0.14,1,-0.22,2.74,1,0,0.16,111115,1
"187",187,"b2_pop_b06_aci_mb_06_23_2016",12,"7:55:27",NA,NA,1318,0,27.3,0.225,1670,5.27,2.17,27.73,6,1.42,1,2.84,26.19,27.73,24.97,2000.21,1955.05,11.45,17.663,29.69,45.8,500,1799,0,88.49,2.76,-0.115,0.7,-0.22,2.74,1,0,0.16,111115,1
"189",189,"b2_pop_b06_aci_mb_06_27_2016",1,"8:16:16",NA,NA,181,0,15.8,0.289,270,6.49,2.13,27.74,6,1.42,1,2.84,26.04,27.74,24.93,399.94,378.1,10.523,18.152,27.57,47.55,501.1,1800,161,88.63,-0.202,0.111,1,-0.22,2.74,1,0,0.16,111115,1
"190",190,"b2_pop_b06_aci_mb_06_27_2016",2,"8:17:46",NA,NA,270.5,0,11.8,0.28,200,6.36,2.14,27.74,6,1.42,1,2.84,26.03,27.74,24.93,298.62,282.39,10.532,18.008,27.62,47.22,501.1,1800,167,88.63,0.223,0.106,1,-0.22,2.74,1,0,0.16,111115,1
"191",191,"b2_pop_b06_aci_mb_06_27_2016",3,"8:19:16",NA,NA,360.5,0,7.03,0.278,140,6.34,2.15,27.8,6,1.42,1,2.84,26.05,27.8,24.94,199.89,190.03,10.57,18.022,27.68,47.2,501.1,1800,170,88.63,0.732,0.121,1,-0.22,2.74,1,0,0.16,111115,1
"192",192,"b2_pop_b06_aci_mb_06_27_2016",4,"8:20:46",NA,NA,450.5,0,2,0.29,81.2,6.53,2.13,27.82,6,1.42,1,2.84,26.07,27.82,24.93,99.89,96.73,10.619,18.293,27.78,47.86,501.1,1800,176,88.63,0.922,0.121,1,-0.22,2.74,1,0,0.16,111115,1
"193",193,"b2_pop_b06_aci_mb_06_27_2016",5,"8:22:16",NA,NA,540.5,0,-0.405,0.297,51.1,6.66,2.13,27.87,6,1.42,1,2.84,26.08,27.87,24.93,50.59,50.68,10.661,18.488,27.86,48.32,501.1,1799,180,88.63,0.887,0.118,1,-0.22,2.74,1,0,0.16,111115,1
"196",196,"b2_pop_b06_aci_mb_06_27_2016",8,"8:28:44",NA,NA,928.5,0,20.7,0.345,445,7.4,2.07,28.03,6,1.42,1,2.84,26.15,28.03,24.93,600.37,570.5,10.899,19.584,28.38,50.99,501.1,1799,185,88.64,-1.88,0.146,1,-0.22,2.74,1,0,0.16,111115,1
"197",197,"b2_pop_b06_aci_mb_06_27_2016",9,"8:30:32",NA,NA,1036.5,0,21.9,0.347,630,7.45,2.07,28.08,6,1.42,1,2.84,26.18,28.08,24.93,800.97,767.85,10.931,19.674,28.41,51.13,501,1798,196,88.64,-3.93,0.145,1,-0.22,2.74,1,0,0.16,111115,1
"198",198,"b2_pop_b06_aci_mb_06_27_2016",10,"8:32:52",NA,NA,1176.5,0,22.7,0.326,999,7.22,2.12,28.21,6,1.42,1,2.84,26.21,28.21,24.93,1200.47,1163.26,10.965,19.442,28.45,50.44,501.1,1799,203,88.64,-8.61,0.142,1,-0.22,2.74,1,0,0.16,111115,1
"199",199,"b2_pop_b06_aci_mb_06_27_2016",11,"8:35:30",NA,NA,1335,0,23.2,0.278,1360,6.52,2.22,28.34,6,1.42,1,2.84,26.18,28.34,24.93,1599.49,1559.57,11.013,18.678,28.62,48.54,501,1800,186,88.64,-13.5,0.153,1,-0.22,2.74,1,0,0.16,111115,1
"200",200,"b2_pop_b06_aci_mb_06_27_2016",12,"8:38:19",NA,NA,1503.5,0,24.6,0.249,1740,6.12,2.3,28.55,6,1.42,1,2.84,26.23,28.55,24.93,2037.45,1993.42,11.091,18.283,28.75,47.39,501,1799,190,88.64,-19.8,0.153,0.7,-0.22,2.74,1,0,0.16,111115,1
"202",202,"b2_pop_b06_aci_mb_06_30_2016",1,"7:52:55",NA,NA,186.5,0,15.3,0.37,296,5.62,1.48,24.81,6,1.42,1,2.84,24.97,24.81,24.98,399.68,378.78,12.242,18.855,34.09,52.51,500,1801,0,88.4,2.03,-0.168,0.7,-0.22,2.74,1,0,0.16,111115,1
"203",203,"b2_pop_b06_aci_mb_06_30_2016",2,"7:54:25",NA,NA,276.5,0,12.2,0.377,220,5.7,1.47,24.83,6,1.42,1,2.84,24.95,24.83,24.98,300.59,284.06,12.263,18.969,34.19,52.89,500,1800,0,88.4,2.13,-0.175,1,-0.22,2.74,1,0,0.16,111115,1
"204",204,"b2_pop_b06_aci_mb_06_30_2016",3,"7:55:55",NA,NA,366.5,0,7.5,0.387,151,5.77,1.46,24.82,6,1.42,1,2.84,24.95,24.82,24.98,200.54,190.22,12.323,19.113,34.37,53.31,500,1800,0,88.4,1.93,-0.181,1,-0.22,2.74,1,0,0.16,111115,1
"205",205,"b2_pop_b06_aci_mb_06_30_2016",4,"7:57:24",NA,NA,455,0,2.17,0.395,84.3,5.83,1.45,24.83,6,1.42,1,2.84,24.95,24.83,24.98,99.81,96.53,12.386,19.251,34.54,53.68,500,1799,0,88.41,1.69,-0.185,1,-0.22,2.74,1,0,0.16,111115,1
"206",206,"b2_pop_b06_aci_mb_06_30_2016",5,"7:58:53",NA,NA,544,0,-0.367,0.405,51.2,5.89,1.43,24.81,6,1.42,1,2.84,24.95,24.81,24.98,50.8,50.88,12.472,19.399,34.79,54.11,500,1799,0,88.41,1.5,-0.184,1,-0.22,2.74,1,0,0.16,111115,1
"209",209,"b2_pop_b06_aci_mb_06_30_2016",8,"8:04:19",NA,NA,870,0,20.4,0.434,473,5.99,1.37,24.74,6,1.42,1,2.84,24.93,24.74,24.98,599.75,571.15,12.913,19.954,36.06,55.72,500,1799,0,88.41,2.26,-0.19,1,-0.22,2.74,1,0,0.16,111115,1
"210",210,"b2_pop_b06_aci_mb_06_30_2016",9,"8:06:04",NA,NA,975,0,21.8,0.446,663,6.03,1.34,24.73,6,1.42,1,2.84,24.93,24.73,24.98,800.99,769.3,13.091,20.179,36.55,56.34,500,1800,0,88.42,2.05,-0.181,0.7,-0.22,2.74,1,0,0.16,111115,1
"211",211,"b2_pop_b06_aci_mb_06_30_2016",10,"8:07:54",NA,NA,1085,0,22.3,0.451,1050,6.01,1.33,24.72,6,1.42,1,2.84,24.93,24.72,24.98,1200.84,1165.72,13.285,20.35,37.1,56.83,500,1800,0,88.42,1.88,-0.181,0.7,-0.22,2.74,1,0,0.16,111115,1
"212",212,"b2_pop_b06_aci_mb_06_30_2016",11,"8:09:40",NA,NA,1191.5,0,23.2,0.447,1430,5.96,1.32,24.76,6,1.42,1,2.84,24.94,24.76,24.98,1600.77,1561.76,13.46,20.462,37.56,57.09,500,1799,0,88.42,1.3,-0.183,1,-0.22,2.74,1,0,0.16,111115,1
"213",213,"b2_pop_b06_aci_mb_06_30_2016",12,"8:11:38",NA,NA,1309.5,0,24.5,0.437,1810,5.87,1.33,24.82,6,1.42,1,2.84,24.96,24.82,24.98,2000.48,1957.28,13.617,20.513,37.95,57.17,500.2,1799,0,88.41,0.86,-0.18,1,-0.22,2.74,1,0,0.16,111115,1
"215",215,"b2_pop_b06_aci_mb_07_05_2016",1,"8:52:04",NA,NA,145,0,19.5,0.375,273,5.63,1.45,27.13,6,1.42,1,2.84,25.65,27.13,25.01,399.98,374.03,17.772,24.366,47.56,65.2,499.3,1799,103,88.45,3.94,-0.367,1,-0.22,2.74,1,0,0.16,111115,1
"216",216,"b2_pop_b06_aci_mb_07_05_2016",2,"8:53:38",NA,NA,238,0,14.5,0.356,202,5.46,1.48,27.16,6,1.42,1,2.84,25.63,27.16,25.01,300.02,280.79,17.76,24.161,47.58,64.73,499.3,1800,104,88.45,3.65,-0.355,1,-0.22,2.74,1,0,0.16,111115,1
"217",217,"b2_pop_b06_aci_mb_07_05_2016",3,"8:55:26",NA,NA,346,0,8.82,0.339,138,5.31,1.5,27.16,6,1.42,1,2.84,25.61,27.16,25.01,200.36,188.56,17.66,23.89,47.39,64.11,499.3,1799,89,88.46,3.32,-0.343,1,-0.22,2.74,1,0,0.16,111115,1
"218",218,"b2_pop_b06_aci_mb_07_05_2016",4,"8:56:58",NA,NA,438,0,2.78,0.332,78.8,5.24,1.51,27.1,6,1.42,1,2.84,25.57,27.1,25.01,99.87,95.93,17.471,23.622,46.99,63.53,499.3,1800,88,88.46,2.82,-0.342,1,-0.22,2.74,1,0,0.16,111115,1
"219",219,"b2_pop_b06_aci_mb_07_05_2016",5,"8:58:29",NA,NA,529,0,-0.297,0.328,50.1,5.17,1.51,26.96,6,1.42,1,2.84,25.51,26.96,25.01,49.81,49.85,17.237,23.307,46.52,62.91,499.3,1800,89,88.46,2.44,-0.336,1,-0.22,2.74,1,0,0.16,111115,1
"222",222,"b2_pop_b06_aci_mb_07_05_2016",8,"9:03:29",NA,NA,829,0,25.5,0.341,420,5.29,1.49,26.7,6,1.42,1,2.84,25.47,26.7,25.02,600.32,566.06,16.699,22.908,45.18,61.98,499.3,1801,410,88.46,3.7,-0.331,1,-0.22,2.74,1,0,0.16,111115,1
"223",223,"b2_pop_b06_aci_mb_07_05_2016",9,"9:05:54",NA,NA,974,0,24.7,0.343,619,5.37,1.5,26.79,6,1.42,1,2.84,25.5,26.79,25.01,799.94,765.35,16.667,22.974,45.01,62.03,499.3,1800,99,88.46,3.53,-0.32,1,-0.22,2.74,1,0,0.16,111115,1
"224",224,"b2_pop_b06_aci_mb_07_05_2016",10,"9:08:16",NA,NA,1116,0,25.2,0.313,991,5.11,1.55,26.85,6,1.42,1,2.84,25.5,26.85,25.02,1200.32,1162.92,16.541,22.544,44.68,60.9,499.3,1800,126,88.47,2.68,-0.305,1,-0.22,2.74,1,0,0.16,111115,1
"225",225,"b2_pop_b06_aci_mb_07_05_2016",11,"9:10:41",NA,NA,1261,0,25.3,0.296,1370,5,1.6,27.07,6,1.42,1,2.84,25.56,27.07,25.02,1600.21,1560.49,16.702,22.571,44.94,60.73,499.3,1799,123,88.47,1.46,-0.309,1,-0.22,2.74,1,0,0.16,111115,1
"226",226,"b2_pop_b06_aci_mb_07_05_2016",12,"9:12:43",NA,NA,1383,0,26.4,0.294,1750,5.01,1.61,27.23,6,1.42,1,2.84,25.62,27.23,25.02,1999.93,1956.49,16.905,22.788,45.33,61.11,499.3,1800,205,88.47,-0.0899,-0.304,1,-0.22,2.74,1,0,0.16,111115,1
"228",228,"b2_pop_b12_aci_af_06_28_2016",1,"8:56:11",NA,NA,116,0,13.8,0.2,248,5.91,2.71,30.54,6,1.42,1,2.84,28.93,30.54,26.83,399.91,380.65,12.12,19.073,26.8,42.17,500,1801,0,88.54,3.11,-0.185,1,-0.22,2.74,1,0,0.16,111115,1
"229",229,"b2_pop_b12_aci_af_06_28_2016",2,"8:57:41",NA,NA,206,0,9.47,0.198,194,5.88,2.71,30.59,6,1.42,1,2.84,28.99,30.59,26.91,300.33,286.94,12.269,19.187,27.03,42.27,500,1801,0,88.54,2.91,-0.184,0.7,-0.22,2.74,1,0,0.16,111115,1
"230",230,"b2_pop_b12_aci_af_06_28_2016",3,"8:59:11",NA,NA,296,0,5.11,0.199,141,5.91,2.72,30.7,6,1.42,1,2.84,29.07,30.7,27,200.23,192.74,12.393,19.349,27.17,42.41,500,1800,0,88.54,2.59,-0.188,1,-0.22,2.74,1,0,0.16,111115,1
"231",231,"b2_pop_b12_aci_af_06_28_2016",4,"9:00:41",NA,NA,386,0,0.746,0.2,87.4,5.96,2.73,30.79,6,1.42,1,2.84,29.15,30.79,27.07,100,98.4,12.515,19.525,27.31,42.61,500,1800,0,88.54,2.15,-0.196,1,-0.22,2.74,1,0,0.16,111115,1
"232",232,"b2_pop_b12_aci_af_06_28_2016",5,"9:02:11",NA,NA,476,0,-1.4,0.203,60.7,6.07,2.73,30.89,6,1.42,1,2.84,29.28,30.89,27.2,50.62,51.92,12.615,19.755,27.33,42.8,500,1799,0,88.54,1.95,-0.198,1,-0.22,2.74,1,0,0.16,111115,1
"235",235,"b2_pop_b12_aci_af_06_28_2016",8,"9:07:08",NA,NA,772.5,0,21.6,0.199,361,6.15,2.82,31.34,6,1.42,1,2.84,29.74,31.34,27.66,599.21,569.05,12.904,20.134,27.23,42.48,500,1801,0,88.54,3.73,-0.203,1,-0.22,2.74,1,0,0.16,111115,1
"236",236,"b2_pop_b12_aci_af_06_28_2016",9,"9:08:40",NA,NA,864.5,0,27.5,0.194,489,6.01,2.83,31.35,6,1.42,1,2.84,29.74,31.35,27.67,800.76,762.25,12.963,20.035,27.35,42.27,500,1800,0,88.54,3.92,-0.2,1,-0.22,2.74,1,0,0.16,111115,1
"237",237,"b2_pop_b12_aci_af_06_28_2016",10,"9:10:21",NA,NA,965.5,0,30.7,0.194,835,6.06,2.85,31.48,6,1.42,1,2.84,29.87,31.48,27.8,1201.19,1155.92,12.994,20.125,27.21,42.14,500,1800,0,88.54,4.22,-0.195,1,-0.22,2.74,1,0,0.16,111115,1
"238",238,"b2_pop_b12_aci_af_06_28_2016",11,"9:11:56",NA,NA,1060.5,0,31.4,0.192,1200,5.98,2.84,31.43,6,1.42,1,2.84,29.84,31.43,27.77,1599.94,1551.07,13.045,20.079,27.35,42.1,500,1800,0,88.54,4.37,-0.195,0.7,-0.22,2.74,1,0,0.16,111115,1
"239",239,"b2_pop_b12_aci_af_06_28_2016",12,"9:14:25",NA,NA,1209.5,0,32.2,0.188,1560,5.95,2.88,31.56,6,1.42,1,2.84,29.93,31.56,27.89,1998.74,1946.25,13.087,20.081,27.3,41.89,500,1800,0,88.54,4.3,-0.19,0.7,-0.22,2.74,1,0,0.16,111115,1
"241",241,"b2_pop_b12_aci_af_06_30_2016",1,"7:41:28",NA,NA,121,0,10,0.116,232,2.63,2.03,26.18,6,1.42,1,2.84,24.79,26.18,24.95,399.75,386.5,12.512,15.625,35.23,44,499.4,1801,53,88.42,-0.944,-0.0636,1,-0.22,2.74,1,0,0.16,111115,1
"242",242,"b2_pop_b12_aci_af_06_30_2016",2,"7:42:57",NA,NA,209.5,0,7.54,0.111,169,2.52,2.03,26.16,6,1.42,1,2.84,24.78,26.16,24.95,299.62,289.69,12.622,15.606,35.56,43.96,499.5,1800,55,88.43,-0.146,-0.0566,1,-0.22,2.74,1,0,0.16,111115,1
"243",243,"b2_pop_b12_aci_af_06_30_2016",3,"7:44:26",NA,NA,298.5,0,4.61,0.116,122,2.59,2.01,26.15,6,1.42,1,2.84,24.78,26.15,24.95,199.8,193.66,12.743,15.809,35.91,44.56,499.5,1800,57,88.43,0.286,-0.061,1,-0.22,2.74,1,0,0.16,111115,1
"244",244,"b2_pop_b12_aci_af_06_30_2016",4,"7:45:55",NA,NA,387.5,0,1.37,0.121,77.1,2.67,1.99,26.12,6,1.42,1,2.84,24.75,26.12,24.95,101.19,99.22,12.828,15.984,36.21,45.12,499.4,1799,66,88.43,0.734,-0.063,1,-0.22,2.74,1,0,0.16,111115,1
"245",245,"b2_pop_b12_aci_af_06_30_2016",5,"7:47:25",NA,NA,478,0,-0.387,0.127,53.8,2.76,1.96,26.08,6,1.42,1,2.84,24.73,26.08,24.95,50.27,50.56,12.888,16.155,36.42,45.65,499.4,1799,69,88.43,0.861,-0.0605,1,-0.22,2.74,1,0,0.16,111115,1
"248",248,"b2_pop_b12_aci_af_06_30_2016",8,"7:52:52",NA,NA,804.5,0,17.7,0.152,365,3.15,1.88,25.95,6,1.42,1,2.84,24.73,25.95,24.95,600.26,576.79,13.012,16.735,36.78,47.31,499.4,1799,71,88.43,-2.72,-0.0752,1,-0.22,2.74,1,0,0.16,111115,1
"249",249,"b2_pop_b12_aci_af_06_30_2016",9,"7:54:36",NA,NA,909,0,20.4,0.16,536,3.28,1.87,25.94,6,1.42,1,2.84,24.73,25.94,24.95,800.41,772.9,13.023,16.898,36.8,47.75,499.5,1799,81,88.43,-4.86,-0.0829,1,-0.22,2.74,1,0,0.16,111115,1
"250",250,"b2_pop_b12_aci_af_06_30_2016",10,"7:57:04",NA,NA,1057,0,21.9,0.17,918,3.44,1.84,25.89,6,1.42,1,2.84,24.73,25.89,24.95,1200.16,1169.08,13.06,17.12,36.9,48.37,499.5,1799,82,88.43,-9.85,-0.0872,0.7,-0.22,2.74,1,0,0.16,111115,1
"251",251,"b2_pop_b12_aci_af_06_30_2016",11,"7:59:44",NA,NA,1217,0,23.5,0.178,1290,3.54,1.82,25.91,6,1.42,1,2.84,24.75,25.91,24.95,1600.69,1565.75,13.256,17.431,37.42,49.21,499.4,1799,79,88.43,-15.3,-0.0894,1,-0.22,2.74,1,0,0.16,111115,1
"252",252,"b2_pop_b12_aci_af_06_30_2016",12,"8:02:35",NA,NA,1388,0,24.7,0.183,1670,3.59,1.79,25.93,6,1.42,1,2.84,24.75,25.93,24.95,1999.97,1961.82,13.483,17.721,38.05,50.02,499.4,1800,89,88.44,-21.3,-0.0827,0.7,-0.22,2.74,1,0,0.16,111115,1
"254",254,"b2_pop_b12_aci_mb_06_09_2016",1,"8:10:55",NA,NA,133,0,20.4,0.331,257,4.5,1.29,27.74,6,1.42,1,2.84,26.1,27.74,24.97,399.77,373.27,22.388,27.643,58.29,71.98,500,1800,0,88.37,2.74,-0.209,0.7,-0.22,2.74,1,0,0.16,111115,1
"255",255,"b2_pop_b12_aci_mb_06_09_2016",2,"8:12:25",NA,NA,223,0,15,0.337,196,4.51,1.28,27.85,6,1.42,1,2.84,26.13,27.85,24.97,300.17,280.6,22.861,28.118,59.42,73.08,500,1799,0,88.37,2.57,-0.215,1,-0.22,2.74,1,0,0.16,111115,1
"256",256,"b2_pop_b12_aci_mb_06_09_2016",3,"8:13:55",NA,NA,313.5,0,8.81,0.336,139,4.45,1.26,27.97,6,1.42,1,2.84,26.16,27.97,24.97,200.28,188.7,23.382,28.574,60.67,74.14,500,1798,0,88.37,2.29,-0.221,1,-0.22,2.74,1,0,0.16,111115,1
"257",257,"b2_pop_b12_aci_mb_06_09_2016",4,"8:15:25",NA,NA,402.5,0,2.3,0.337,83.5,4.44,1.26,28.15,6,1.42,1,2.84,26.22,28.15,24.97,100.9,97.62,23.928,29.101,61.87,75.24,500,1799,0,88.37,1.94,-0.218,1,-0.22,2.74,1,0,0.16,111115,1
"258",258,"b2_pop_b12_aci_mb_06_09_2016",5,"8:16:55",NA,NA,492.5,0,-1.01,0.338,55.1,4.37,1.23,28.22,6,1.42,1,2.84,26.24,28.22,24.96,50.04,50.99,24.494,29.579,63.23,76.36,500,1800,0,88.37,1.75,-0.223,1,-0.22,2.74,1,0,0.16,111115,1
